사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2023081700100175,2023년 8월 17일 11시,목요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,46세,상해없음,이륜,남,27세,경상
2023081700100214,2023년 8월 17일 12시,목요일,경기도 수원시 팔달구 매산로1가,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,55세,상해없음,승용,여,42세,경상
2023081700100250,2023년 8월 17일 13시,목요일,경기도 수원시 팔달구 매산로3가,경상사고,0,0,1,0,차대차 - 측면충돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승용,남,51세,기타불명,승용,여,30세,상해없음
2023081700100282,2023년 8월 17일 14시,목요일,경기도 수원시 영통구 영통동,중상사고,0,2,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,67세,상해없음,승용,남,34세,중상
2023081700100346,2023년 8월 17일 16시,목요일,경기도 수원시 팔달구 우만동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,60세,상해없음,개인형이동수단(PM),남,35세,중상
2023081700100351,2023년 8월 17일 16시,목요일,경기도 수원시 영통구 원천동,중상사고,0,3,0,0,차대차 - 추돌,교차로운행방법위반,건조,맑음,교차로 - 교차로부근,승용,여,34세,상해없음,승용,여,63세,중상
2023081700100379,2023년 8월 17일 17시,목요일,경기도 수원시 장안구 영화동,경상사고,0,0,4,0,차대차 - 기타,신호위반,건조,맑음,단일로 - 기타,승용,여,38세,상해없음,승용,여,49세,경상
2023081700100418,2023년 8월 17일 18시,목요일,경기도 수원시 장안구 영화동,경상사고,0,0,2,1,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,이륜,남,28세,부상신고,승용,남,23세,경상
2023081700100422,2023년 8월 17일 18시,목요일,경기도 수원시 영통구 신동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,20세,상해없음,자전거,남,36세,경상
2023081700100494,2023년 8월 17일 20시,목요일,경기도 수원시 팔달구 화서동,경상사고,0,0,2,2,차대차 - 기타,차로위반,건조,맑음,단일로 - 기타,승용,남,24세,부상신고,승용,남,32세,경상
2023081700100540,2023년 8월 17일 22시,목요일,경기도 수원시 장안구 영화동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,63세,상해없음,이륜,남,31세,경상
2023081800100032,2023년 8월 18일 06시,금요일,경기도 수원시 팔달구 화서동,중상사고,0,1,0,1,차대차 - 기타,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,여,38세,상해없음,승용,남,40세,부상신고
2023081800100085,2023년 8월 18일 08시,금요일,경기도 수원시 영통구 이의동,경상사고,0,0,2,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,43세,경상,승용,여,48세,경상
2023081800100087,2023년 8월 18일 08시,금요일,경기도 수원시 권선구 호매실동,중상사고,0,1,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,34세,경상,이륜,남,41세,중상
2023081800100173,2023년 8월 18일 10시,금요일,경기도 수원시 장안구 송죽동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,여,31세,기타불명,승용,여,43세,경상
2023081800100177,2023년 8월 18일 10시,금요일,경기도 수원시 권선구 권선동,중상사고,0,1,0,0,차대사람 - 보도통행중,안전운전불이행,건조,맑음,기타 - 기타,개인형이동수단(PM),남,23세,상해없음,보행자,여,47세,중상
2023081800100179,2023년 8월 18일 10시,금요일,경기도 수원시 권선구 입북동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,특수,남,73세,상해없음,승용,여,32세,경상
2023081800100211,2023년 8월 18일 11시,금요일,경기도 수원시 장안구 정자동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,24세,상해없음,이륜,남,77세,경상
2023081800100242,2023년 8월 18일 12시,금요일,경기도 수원시 장안구 천천동,경상사고,0,0,2,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,37세,상해없음,승용,여,43세,경상
2023081800100246,2023년 8월 18일 12시,금요일,경기도 수원시 권선구 고색동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,52세,상해없음,이륜,남,49세,중상
2023081800100247,2023년 8월 18일 12시,금요일,경기도 수원시 권선구 구운동,경상사고,0,0,1,1,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,30세,부상신고,승용,남,43세,경상
2023081800100282,2023년 8월 18일 13시,금요일,경기도 수원시 영통구 망포동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 지하차도(도로)내,승용,여,32세,상해없음,보행자,남,11세,경상
2023081800100316,2023년 8월 18일 14시,금요일,경기도 수원시 장안구 조원동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,건설기계,남,54세,상해없음,승용,남,35세,경상
2023081800100378,2023년 8월 18일 16시,금요일,경기도 수원시 권선구 호매실동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,기타불명,기타불명,미분류,기타불명,자전거,남,14세,부상신고
2023081800100426,2023년 8월 18일 17시,금요일,경기도 수원시 장안구 정자동,중상사고,0,1,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로부근,승합,남,63세,상해없음,승용,여,58세,중상
2023081800100432,2023년 8월 18일 17시,금요일,경기도 수원시 권선구 구운동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 지하차도(도로)내,승용,여,60세,상해없음,승용,여,37세,경상
2023081800100433,2023년 8월 18일 17시,금요일,경기도 수원시 권선구 고색동,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,37세,상해없음,승용,남,33세,부상신고
2023081800100488,2023년 8월 18일 18시,금요일,경기도 수원시 권선구 세류동,중상사고,0,1,2,0,차대차 - 측면충돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승용,여,41세,중상,승용,여,42세,경상
2023081800100489,2023년 8월 18일 18시,금요일,경기도 수원시 팔달구 인계동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로안,이륜,남,32세,상해없음,이륜,남,55세,중상
2023081800100490,2023년 8월 18일 18시,금요일,경기도 수원시 영통구 망포동,경상사고,0,0,5,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,61세,상해없음,승용,남,65세,경상
2023081800100530,2023년 8월 18일 19시,금요일,경기도 수원시 팔달구 화서동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,12세,부상신고,승용,남,47세,상해없음
2023081800100531,2023년 8월 18일 19시,금요일,경기도 수원시 장안구 정자동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,42세,상해없음,보행자,여,82세,중상
2023081800100538,2023년 8월 18일 19시,금요일,경기도 수원시 권선구 서둔동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,이륜,남,28세,상해없음,보행자,여,52세,중상
2023081800100572,2023년 8월 18일 20시,금요일,경기도 수원시 영통구 이의동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,여,53세,상해없음,이륜,남,26세,경상
2023081800100573,2023년 8월 18일 20시,금요일,경기도 수원시 권선구 탑동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,59세,상해없음,보행자,남,58세,부상신고
2023081800100607,2023년 8월 18일 21시,금요일,경기도 수원시 팔달구 지동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,24세,상해없음,승용,남,26세,경상
2023081800100612,2023년 8월 18일 21시,금요일,경기도 수원시 권선구 입북동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,21세,상해없음,승용,남,42세,경상
2023081800100637,2023년 8월 18일 22시,금요일,경기도 수원시 팔달구 북수동,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,43세,기타불명,개인형이동수단(PM),남,43세,경상
2023081900100007,2023년 8월 19일 00시,토요일,경기도 수원시 영통구 매탄동,경상사고,0,0,1,0,차대차 - 정면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,41세,상해없음,이륜,남,36세,경상
2023081900100159,2023년 8월 19일 11시,토요일,경기도 수원시 장안구 이목동,경상사고,0,0,1,0,차대차 - 기타,중앙선침범,건조,맑음,교차로 - 교차로부근,원동기,남,85세,경상,승용,남,31세,상해없음
2023081900100302,2023년 8월 19일 15시,토요일,경기도 수원시 팔달구 우만동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,64세,상해없음,보행자,여,71세,중상
2023081900100366,2023년 8월 19일 17시,토요일,경기도 수원시 권선구 권선동,경상사고,0,0,2,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,이륜,남,28세,상해없음,승용,남,53세,경상
2023081900100367,2023년 8월 19일 17시,토요일,경기도 수원시 팔달구 매산로1가,경상사고,0,0,4,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,72세,상해없음,승용,남,28세,경상
2023081900100399,2023년 8월 19일 18시,토요일,경기도 수원시 팔달구 화서동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,24세,상해없음,자전거,남,65세,경상
2023081900100428,2023년 8월 19일 19시,토요일,경기도 수원시 장안구 파장동,중상사고,0,1,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,60세,중상,승용,남,52세,경상
2023081900100452,2023년 8월 19일 20시,토요일,경기도 수원시 팔달구 남수동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,35세,기타불명,화물,남,66세,기타불명
2023081900100456,2023년 8월 19일 20시,토요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,자전거,남,49세,경상,승용,남,62세,상해없음
2023081900100481,2023년 8월 19일 21시,토요일,경기도 수원시 팔달구 인계동,중상사고,0,1,0,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,29세,상해없음,이륜,남,54세,중상
2023082000100083,2023년 8월 20일 10시,일요일,경기도 수원시 팔달구 영동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,33세,상해없음,승합,남,21세,상해없음
2023082000100087,2023년 8월 20일 10시,일요일,경기도 수원시 팔달구 인계동,경상사고,0,0,4,0,차대차 - 측면충돌,차로위반,건조,맑음,단일로 - 기타,승용,남,30세,경상,승용,남,37세,경상
2023082000100164,2023년 8월 20일 13시,일요일,경기도 수원시 팔달구 교동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,67세,상해없음,승용,남,60세,경상
2023082000100284,2023년 8월 20일 17시,일요일,경기도 수원시 팔달구 북수동,중상사고,0,1,0,0,차대차 - 기타,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승용,남,62세,상해없음,이륜,남,67세,중상
2023082000100312,2023년 8월 20일 18시,일요일,경기도 수원시 팔달구 화서동,경상사고,0,0,1,1,차량단독 - 공작물충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,개인형이동수단(PM),여,12세,경상,,,,
2023082000100340,2023년 8월 20일 19시,일요일,경기도 수원시 장안구 정자동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,여,55세,상해없음,이륜,남,46세,경상
2023082000100388,2023년 8월 20일 21시,일요일,경기도 수원시 권선구 금곡동,중상사고,0,1,0,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승합,남,65세,상해없음,승합,남,44세,상해없음
2023082000100405,2023년 8월 20일 22시,일요일,경기도 수원시 장안구 정자동,경상사고,0,0,2,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,69세,상해없음,승용,남,30세,경상
2023082000100406,2023년 8월 20일 22시,일요일,경기도 수원시 장안구 파장동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,66세,상해없음,승용,남,24세,경상
2023082100100013,2023년 8월 21일 02시,월요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차량단독 - 공작물충돌,안전운전불이행,건조,맑음,단일로 - 기타,개인형이동수단(PM),남,31세,경상,,,,
2023082100100061,2023년 8월 21일 07시,월요일,경기도 수원시 영통구 영통동,경상사고,0,0,3,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로부근,화물,남,75세,상해없음,승합,남,49세,경상
2023082100100063,2023년 8월 21일 07시,월요일,경기도 수원시 권선구 세류동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,단일로 - 기타,승용,여,35세,상해없음,승용,남,32세,경상
2023082100100088,2023년 8월 21일 08시,월요일,경기도 수원시 장안구 정자동,부상신고사고,0,0,0,1,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,67세,상해없음,보행자,여,17세,부상신고
2023082100100094,2023년 8월 21일 08시,월요일,경기도 수원시 권선구 세류동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,남,66세,상해없음,이륜,남,32세,경상
2023082100100095,2023년 8월 21일 08시,월요일,경기도 수원시 권선구 구운동,경상사고,0,0,1,0,차대차 - 추돌,신호위반,건조,맑음,교차로 - 교차로부근,승합,남,57세,상해없음,개인형이동수단(PM),여,17세,경상
2023082100100140,2023년 8월 21일 09시,월요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 지하차도(도로)내,승용,남,69세,상해없음,보행자,여,63세,경상
2023082100100183,2023년 8월 21일 10시,월요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 지하차도(도로)내,승용,남,67세,상해없음,보행자,여,28세,경상
2023082100100256,2023년 8월 21일 12시,월요일,경기도 수원시 영통구 이의동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,젖음/습기,맑음,단일로 - 기타,화물,남,41세,상해없음,승합,여,56세,경상
2023082100100328,2023년 8월 21일 14시,월요일,경기도 수원시 영통구 영통동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,27세,상해없음,이륜,남,17세,경상
2023082100100364,2023년 8월 21일 15시,월요일,경기도 수원시 장안구 하광교동,중상사고,0,1,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,24세,상해없음,승용,남,62세,중상
2023082100100392,2023년 8월 21일 16시,월요일,경기도 수원시 팔달구 지동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,여,54세,상해없음,승용,여,45세,경상
2023082100100397,2023년 8월 21일 16시,월요일,경기도 수원시 영통구 매탄동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로부근,승용,남,64세,상해없음,승용,여,55세,경상
2023082100100400,2023년 8월 21일 16시,월요일,경기도 수원시 팔달구 매산로1가,중상사고,0,1,0,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,74세,상해없음,승합,남,47세,상해없음
2023082100100442,2023년 8월 21일 17시,월요일,경기도 수원시 권선구 금곡동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,51세,상해없음,승용,남,28세,경상
2023082100100443,2023년 8월 21일 17시,월요일,경기도 수원시 영통구 원천동,경상사고,0,0,1,0,차량단독 - 공작물충돌,안전운전불이행,기타,맑음,단일로 - 기타,승용,여,53세,경상,,,,
2023082100100492,2023년 8월 21일 18시,월요일,경기도 수원시 영통구 매탄동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,여,43세,상해없음,승용,여,55세,경상
2023082100100534,2023년 8월 21일 19시,월요일,경기도 수원시 장안구 파장동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,40세,상해없음,보행자,여,69세,경상
2023082100100540,2023년 8월 21일 19시,월요일,경기도 수원시 권선구 금곡동,경상사고,0,0,1,0,차대차 - 측면충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,여,43세,상해없음,승용,남,39세,경상
2023082100100564,2023년 8월 21일 20시,월요일,경기도 수원시 영통구 망포동,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31세,상해없음,자전거,남,14세,경상
2023082100100586,2023년 8월 21일 21시,월요일,경기도 수원시 장안구 영화동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,67세,상해없음,승용,남,28세,경상
2023082100100588,2023년 8월 21일 21시,월요일,경기도 수원시 팔달구 매산로1가,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,흐림,단일로 - 기타,승용,남,53세,상해없음,보행자,남,57세,중상
2023082100100605,2023년 8월 21일 22시,월요일,경기도 수원시 장안구 정자동,경상사고,0,0,1,0,차량단독 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,60세,상해없음,,,,
2023082200100029,2023년 8월 22일 03시,화요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,25세,상해없음,승용,남,46세,경상
2023082200100034,2023년 8월 22일 04시,화요일,경기도 수원시 영통구 매탄동,경상사고,0,0,2,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,29세,상해없음,승용,남,66세,경상
2023082200100036,2023년 8월 22일 04시,화요일,경기도 수원시 장안구 파장동,사망사고,1,13,7,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,26세,경상,화물,남,57세,중상
2023082200100089,2023년 8월 22일 08시,화요일,경기도 수원시 팔달구 화서동,경상사고,0,0,1,1,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,38세,부상신고,승합,남,51세,경상
2023082200100142,2023년 8월 22일 09시,화요일,경기도 수원시 영통구 영통동,경상사고,0,0,3,0,차대차 - 기타,차로위반,건조,맑음,기타 - 기타,승합,남,54세,상해없음,승용,남,25세,경상
2023082200100166,2023년 8월 22일 10시,화요일,경기도 수원시 영통구 매탄동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,33세,상해없음,승용,남,52세,경상
2023082200100261,2023년 8월 22일 13시,화요일,경기도 수원시 팔달구 우만동,경상사고,0,0,2,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,교차로 - 교차로안,승용,여,69세,상해없음,승용,남,34세,경상
2023082200100266,2023년 8월 22일 13시,화요일,경기도 수원시 권선구 세류동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,56세,상해없음,이륜,남,47세,경상
2023082200100301,2023년 8월 22일 14시,화요일,경기도 수원시 팔달구 팔달로3가,경상사고,0,0,1,0,차대사람 - 기타,기타,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,보행자,여,64세,경상
2023082200100381,2023년 8월 22일 16시,화요일,경기도 수원시 영통구 이의동,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,건조,맑음,단일로 - 지하차도(도로)내,개인형이동수단(PM),남,60세,상해없음,보행자,여,31세,경상
2023082200100470,2023년 8월 22일 18시,화요일,경기도 수원시 장안구 율전동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,45세,상해없음,이륜,남,61세,중상
2023082200100606,2023년 8월 22일 22시,화요일,경기도 수원시 팔달구 화서동,경상사고,0,0,1,0,차대차 - 기타,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승용,남,66세,상해없음,이륜,남,26세,경상
2023082200100612,2023년 8월 22일 22시,화요일,경기도 수원시 영통구 이의동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,37세,상해없음,보행자,여,32세,중상
2023082200100626,2023년 8월 22일 23시,화요일,경기도 수원시 팔달구 화서동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,단일로 - 기타,승용,여,67세,상해없음,승용,남,52세,경상
2023082300100080,2023년 8월 23일 08시,수요일,경기도 수원시 팔달구 지동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,개인형이동수단(PM),여,52세,상해없음,보행자,여,48세,중상
2023082300100088,2023년 8월 23일 08시,수요일,경기도 수원시 영통구 이의동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,기타 - 기타,승용,남,32세,상해없음,승용,여,33세,경상
2023082300100148,2023년 8월 23일 10시,수요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,젖음/습기,흐림,교차로 - 교차로부근,자전거,남,77세,경상,승용,여,61세,상해없음
2023082300100208,2023년 8월 23일 12시,수요일,경기도 수원시 장안구 정자동,부상신고사고,0,0,0,1,차대사람 - 횡단중,신호위반,젖음/습기,비,교차로 - 교차로횡단보도내,승용,남,61세,상해없음,보행자,남,60세,부상신고
2023082300100241,2023년 8월 23일 13시,수요일,경기도 수원시 팔달구 우만동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,젖음/습기,흐림,단일로 - 기타,승용,남,29세,상해없음,보행자,남,38세,경상
2023082300100401,2023년 8월 23일 18시,수요일,경기도 수원시 권선구 세류동,부상신고사고,0,0,0,1,차대차 - 기타,직진우회전진행방해,젖음/습기,흐림,교차로 - 교차로안,승용,남,18세,기타불명,승용,남,33세,부상신고
2023082300100435,2023년 8월 23일 19시,수요일,경기도 수원시 팔달구 중동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,젖음/습기,비,교차로 - 교차로안,승용,남,30세,상해없음,승용,남,35세,경상
2023082300100545,2023년 8월 23일 22시,수요일,경기도 수원시 팔달구 매교동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,젖음/습기,비,단일로 - 기타,승합,여,58세,상해없음,자전거,남,30세,경상
2023082400100100,2023년 8월 24일 08시,목요일,경기도 수원시 팔달구 매향동,경상사고,0,0,1,0,차대차 - 기타,차로위반,건조,맑음,단일로 - 기타,승용,여,43세,상해없음,승용,남,44세,경상
2023082400100106,2023년 8월 24일 08시,목요일,경기도 수원시 권선구 권선동,경상사고,0,0,2,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,기타 - 기타,승합,남,66세,상해없음,승용,여,53세,경상
2023082400100137,2023년 8월 24일 09시,목요일,경기도 수원시 장안구 정자동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,56세,상해없음,승용,여,48세,경상
2023082400100140,2023년 8월 24일 09시,목요일,경기도 수원시 영통구 매탄동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,31세,상해없음,승용,여,45세,경상
2023082400100222,2023년 8월 24일 12시,목요일,경기도 수원시 팔달구 지동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,50세,상해없음,보행자,남,65세,경상
2023082400100226,2023년 8월 24일 12시,목요일,경기도 수원시 팔달구 인계동,중상사고,0,1,0,0,차대차 - 추돌,안전거리미확보,건조,맑음,교차로 - 교차로안,이륜,남,56세,중상,승용,남,64세,상해없음
2023082400100285,2023년 8월 24일 14시,목요일,경기도 수원시 권선구 세류동,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,32세,상해없음,이륜,남,25세,경상
2023082400100287,2023년 8월 24일 14시,목요일,경기도 수원시 권선구 세류동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,남,50세,상해없음,승용,남,55세,경상
2023082400100320,2023년 8월 24일 15시,목요일,경기도 수원시 장안구 연무동,경상사고,0,0,1,0,차대차 - 기타,차로위반,건조,맑음,단일로 - 기타,승용,남,85세,상해없음,승합,남,33세,상해없음
2023082400100433,2023년 8월 24일 18시,목요일,경기도 수원시 장안구 천천동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,49세,상해없음,이륜,남,51세,경상
2023082400100439,2023년 8월 24일 18시,목요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,건조,맑음,기타 - 기타,기타불명,기타불명,미분류,기타불명,보행자,여,47세,경상
2023082400100482,2023년 8월 24일 19시,목요일,경기도 수원시 팔달구 인계동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,58세,상해없음,보행자,여,66세,중상
2023082400100520,2023년 8월 24일 20시,목요일,경기도 수원시 팔달구 인계동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,62세,상해없음,승용,남,25세,경상
2023082500100007,2023년 8월 25일 00시,금요일,경기도 수원시 권선구 곡반정동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,39세,상해없음,이륜,남,41세,경상
2023082500100035,2023년 8월 25일 04시,금요일,경기도 수원시 팔달구 우만동,경상사고,0,0,3,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,71세,상해없음,승용,남,60세,경상
2023082500100108,2023년 8월 25일 08시,금요일,경기도 수원시 장안구 파장동,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,32세,상해없음,자전거,남,68세,경상
2023082500100114,2023년 8월 25일 08시,금요일,경기도 수원시 권선구 세류동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,24세,상해없음,승용,여,42세,경상
2023082500100115,2023년 8월 25일 08시,금요일,경기도 수원시 권선구 구운동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,49세,상해없음,화물,여,56세,경상
